id,Question,Answer
3282,What is the Type II model typically used for in SLA methodology?,The Type II model is typically used to establish impact pathways and cause-effect relationships between social variables and indicators.
3283,What technique is advised to process social data to calculate the correlation coefficient of each mediating variable?,Multi-variable numerical techniques such as regression analysis are advised to process social data to calculate the correlation coefficient of each mediating variable.
3284,What is the main knowledge gap present in Type IS LCA studies?,The main knowledge gap present in Type IS LCA studies is a lack of elaborative commentary and evaluation of measured social performance.
3285,What did Kuenen & Hahn [9] do to address knowledge gaps in studies?,Kuenen & Hahn [9] addressed knowledge gaps in studies by providing further insight with reliable numerical data.
3286,What was criticized in Hangout & Assets's [32] audit-oriented SLA study?,"Hangout & Assets's [32] audit-oriented SLA study was criticized for not exploring the drivers which were generating the observed negative social externalities and non-compliance to social policy, and not providing more numerical statistical support."
3287,What is the importance of understanding the key drivers of social risk?,"Understanding the key drivers of social risk is important for efficient resource allocation and decision-making, as well as developing targeted strategies for resource allocation to mitigate adverse social impacts."
3288,What are some examples of social issues which require more attention?,"Examples of social issues which require more attention include organizational gaps in compliance with labour laws, training gaps correlated with employee qualification mismatches and poor job performance, and training gaps correlated with high accident rates and health and safety risks."
3289,What is Structured Equation Modelling (SEM) and how does it help to understand social data?,"Structured Equation Modelling (SEM) is a numerical technique which can be integrated into a Type II Social Life Cycle Assessment (SLA) framework and is used to uncover interconnected direct and indirect relationships between social variables. Numerical coefficients can be derived to understand which variables strongly or weakly contribute to a hypothesized relationship in the social data, revealing previously unknown correlations and trends."
3290,What is the importance of addressing knowledge gaps in sustainable technology and energy (STE) systems?,Addressing knowledge gaps in STE systems is of greatest present a similar evident bias towards external stakeholders.
3291,What approach was deployed by Amman & Abdelkader [40] in their study of job satisfaction?,Amman & Abdelkader [40] deployed a multi-variable regression analysis in their study of job satisfaction.
3292,What was the significance of the findings generated by this numerical technique?,"The findings generated by the numerical technique enabled managers to prioritize interventions and implement targeted measures to mitigate negative social impacts. It also provided an in-depth insight into the root-cause of non-compliance, which enabled the identification of where resources should be allocated for improved social policy and better compliance."
3293,What was the mean number of indicators related to employee stakeholders compared to value chain actor groups?,The mean number of related indicators for employee stakeholders was 5.5 as compared to 1.4 indicators for the value chain actor group.
3294,Why is the focus on local community and supply chain actors crucial to understanding social impact?,"This focus is crucial to understanding the full comprehensive social impact within the external supply chain, as it helps to assess the benefit of solar energy on the increase in productivity of supply chain firms due to STE integration."
3299,What role does quantitative factor analysis play in processing and analysing the root causes of negative social impact experienced by employee stakeholders?,Quantitative factor analysis plays a crucial role in processing and analysing the root causes of negative social impact experienced by employee stakeholders by helping to identify correlations between factors and providing data for further analysis.
3300,How did Subramanian & Young [43] set and use neutral criteria of optimal social performance?,Subramanian & Young [43] established in-depth guidelines on how to set and use neutral criteria of optimal social performance in order to grade fairness of employee and detect non-conformance to labour policy.
3303,What social issues were addressed by the review?,"The review addressed social issues such as fairness of employee pay, working hours, upholding of labour rights, and the quality of H&S."
3304,What data collection methods have been used by SLA practitioners?,"Practitioners have used SHDB platforms, community questionnaires, and evaluative audits as data collection methods."
3305,What should be included in the SLA methodology to widen the scope of social issues?,The SLA methodology should be widened to include all affected stakeholders to ensure comprehensive coverage of social issues.
3306,What are the benefits of advancements in SLA scope and data analysis?,"Advancements in SLA scope and data analysis would benefit policymakers by providing sustainable solutions to improve the SP of SHIP technology, increasing social acceptance and expanding its presence in international markets. This would pave the way for cleaner energy sources for the industry."
3308,What is the purpose of Systematic Literature Review on the application of Life Cycle Sustainability Assessment in the Energy Sector?,The purpose of the Systematic Literature Review is to assess the application of Life Cycle Sustainability Assessment in the Energy Sector.
3310,What are the key environmental and social risks in the development of concentrated solar power projects?,"According to the study by Orient and Loosen (2,016), the key environmental and social risks in the development of concentrated solar power projects include land use, water resource management, cultural heritage protection, and local community benefits."
3312,"What paper is being referenced in the Apply Energy 2,022;312 article?","The article referenced in Apply Energy 2,022;312 is ""Social sustainability assessment of small hydropower with hesitant PROMETHEUS method"" published in Sustain Cities Soc 2,017;35."
3318,"What is the purpose of the study on sugarcane, sugar, and ethanol in Thailand?","The purpose of the study is to develop a social impact assessment method and apply it to a case study of sugarcane, sugar, and ethanol in Thailand."
3319,What is the purpose of the subcategory assessment method for social life cycle assessment?,"The purpose of the subcategory assessment method for social life cycle assessment is to provide a case study of high-density polyethylene production in Alberta, Canada."
3320,"What is the purpose of the article Impact assessment in SLA by Parent J, Cucuzzella C, Rev´erect J-P?",The article aims to sort the SL CIA methods according to their outcomes.
3323,What is the goal of the Sustainable Energy Action Plans in Europe?,The goal of the Sustainable Energy Action Plans in Europe is to improve energy efficiency and promote the adoption of renewable energy sources.
3324,What percentage of Seats signatories in Europe is accounted for by Italy?,Italy accounts for 53% of Seats signatories in Europe.
3325,What role does solar energy technology play in Italian urban energy strategy instruments?,"Solar energy technology has an important role in Italian urban energy strategy instruments, such as Sustainable Energy Action Plans (Seats), to support the deployment of renewable energies."
3326,What is the aim of the paper discussing and evaluating solar energy harvesting in Italian urban scenarios?,"The aim of the paper is to assess the differences of solar energy harvesting in Italian urban scenarios, taking into account geographical and morphological constraints, and to compare the forecasts for 2,020 and 2,030 scenarios, in accordance with European and National laws in force."
3332,What are the initiatives taken by urban policies?,Initiatives for urban policies are based on own initiatives or when financial opportunities are made available by Regional or National Governments.
3333,What is the Covenant of Mayors?,"The Covenant of Mayors is an agreement where municipalities have to design a plan called Sustainable Energy Action Plan (SEA) containing a strategy and relative actions to reach EU 20-20-20 sustainability goals by 2,020."
3334,What is the role of solar technologies in achieving CO2 reduction goals?,"Solar technologies play a critical role in achieving CO2 reduction goals. They can be used as part of an energy mix to reduce emissions by generating renewable energy sources (RES) and reducing the utilization of fossil fuels. This, in turn, reduces the total amount of CO2 emissions."
3336,What is the lifespan of typical PV solar collectors?,Typical PV solar collectors have a lifespan of between 25 and 30 years.
3337,What is the potential for CO2 reduction in Europe of rooftop installations?,The potential for CO2 reduction in Europe of rooftop installations ranges from 12.1 tCO2/chip for Norway location to 30.7 tCO2/chip in the case of Greece.
3338,What is the efficiency of solar radiation converted to useful electricity?,The efficiency of solar radiation converted to useful electricity is calculated as the percentage of solar radiation converted to useful electricity.
3339,What is the estimated CO2 emissions per kW of power?,The estimated CO2 emissions per kW of power is estimated to be from 90 to 300 times lower than any fossil fuel equipped with clean cutting-edge technologies.
3340,How is the performance of solar thermal installations (ST) calculated?,The performance of ST installations is calculated as the percentage of solar radiation converted to useful heat.
3341,What are some examples of applications in which ST installations can be implemented?,"ST installations can be implemented in swimming pools, district heating and cooling, laundries, car washing and industries, among others."
3342,What are the values calculated for each urban context?,The values calculated for each urban context are reported in Table 1 and 2.
3343,What is the importance of the Baseline Emission Inventory in the SEA?,The Baseline Emission Inventory is a crucial start for the COM commitment and has to be included in the SEA Pas the first section. It allows the local authority to have a clear overview and to prioritize the action per sector.
3346,What is the carbon emission reduction target set by the EU 20-20-20 goals?,"The EU 20-20-20 goals set a reduction target of 20% in greenhouse gas emissions, 20% increase in the share of renewable energy and 20% increase in energy efficiency from 1,990 levels by 2,020."
3347,How do local urban policies address sustainability targets?,"Local urban policies address sustainability targets in different ways, either focusing on an equal distribution of decarbonization role or identifying a particular sector as the driver to achieve EU 20-20-20 goals."
3348,What is the relevant RES supply in Rome?,"The relevant RES supply in Rome is caused by a large municipal surface, able to host different RES installations not limited to building integrated solutions."
3349,How does Rome contribute to the local energy production?,"Rome contributes to the local energy production by having a large municipal surface, allowing for a variety of RES installations."
3350,What fundamental features should be taken into consideration when planning a solar energy intervention?,"Geographical, orographic and morphological features should be taken into consideration when planning a solar energy intervention."
3351,How do weather and climatic conditions affect the harnessing of solar energy as a sustainable measure?,"Weather and climatic conditions can influence the amount of irradiance received, as a clear sky and cold winter day can give more irradiance than a cloudy and hot summer day."
3352,What is the key parameter to preliminary design of PV and ST production?,The key parameter to preliminary design of PV and ST production is Direct Normal Irradiation.
3353,What is the expected renewable energy contribution and associated CO2 avoided emissions for Rome SEA?,"Rome SEA is expected to provide a contribution of 73% of the decarbonization from local energy production and 18% of the total 2,020 targets in terms of renewable energy contribution and associated CO2 avoided emissions.most the same as PV systems."
3356,What are the climatic conditions that affect the performance of the solar technologies in the three Seats?,The performance of solar technologies taken into account in the three Seats is different because of climatic conditions.
3357,What is the average production for Naples SEA?,"The technical committee of Naples SEA considered an average production of 1,000 kWh/m2y."
3358,What positive effect will the development of district heating infrastructure in Milan have?,The development of district heating infrastructure in Milan could provide an advantage in terms of decarbonization of the domestic hot water supply.
3359,What is the estimated target for decarbonization in Naples?,"The current Naples SEA has set 26% as the decarbonization target at 2,020."
3360,What differences were noticed between the solar technologies implemented by the three Italian cities?,"Important differences were found in the concentration on only one technology, like PV for Rome, or quite neglected as the case of Milan. In Naples, a balance between PV and ST was present."
3361,"What needs to be done in order for 2,030 projections to be successful?","Strong efforts should be made to find a coherent energy policy to carry on the extension of 2,020 targets. PV development, if Rome 2,020 targets will be reached, could be a feasible perspective whereas, in Milan ST would show better performance."
3364,What is the main topic of the research paper?,The main topic of the research paper is sustainable energy technologies and assessments.
3365,What is the purpose of the research paper?,"The purpose of the research paper is to explore the potential economic and environmental impacts of photovoltaic and wind energy high penetration towards the achievement of the Italian 20-20-20 targets, as well as assess the energy optimization with reliability analysis of a regeneration and celebrating system on urban scale."
3366,How does the albedo of traditional building materials affect the quality of the urban microclimate?,"The albedo of traditional building materials affects the quality of the urban microclimate by reflecting more of the sunlight and thus reducing the amount of heat retained by the building, resulting in a cooler environment."
3367,How does vegetation affect the quality of the urban microclimate?,"Vegetation can affect the quality of the urban microclimate by providing shade and providing a more aesthetically pleasing environment, while also reducing temperatures by releasing moisture into the air."
3369,"What is the main topic of the Energy Propaedia 2,015 articles?","The main topic of the Energy Propaedia 2,015 articles is End-of-life PV."
3370,What is the purpose of the IEA Photovoltaic Power Systems Programme?,The purpose of the IEA Photovoltaic Power Systems Programme is to provide an annual report on the development and use of photovoltaic energy.
3371,"What is the aim of the paper written by Barbell et al. in 2,014?","The paper written by Barbell et al. in 2,014 aimed to analyse the equilibrium conditions of a double rotor turbine prototype designed for exploitation of tidal currents."
3372,"What other paper did Barbell et al. write in 2,015?","In 2,015 Barbell et al. wrote a paper which conducted a transient analysis of a tidal currents self-balancing kinetic turbine with floating stabilizer."
3374,What is the goal of solutions addressing global warming and sustainable development?,The goal of solutions addressing global warming and sustainable development is to reduce emissions resulting from the substitution of PV power production for fossil fuel based generation.
3375,"What is the projected power production of PV in the U.S. in 2,050?","The projected power production of PV in the U.S. in 2,050 is expected to reach up to 3,200 GW."
3384,What materials are used to construct a solar panel?,"Solar panels are typically constructed with silicon cells, silver conductors, bus bars, ethylene vinyl acetate (EVA) foil, polyvinyl fluoride (PVF) cover, tempered glass, extruded aluminium channel frame, wires, zinc, lead, silver, silicon glue, and other materials."
3385,What is the approximate weight of a typical module?,A typical module is estimated to weigh approximately 18.5 kilograms.
3386,What percentage of solar panel materials are easily recyclable?,About 84% of a PV panel's weight can be easily recycled by conventional recycling technologies like crushing and sorting.
3387,What are the most common causes of physical damage to solar panels?,"Common causes of physical damage to solar panels include wind, hail, sand, and falling branches due to intense weather conditions."
3393,How is the efficiency of a solar panel defined?,The efficiency of a solar panel (at) is defined as the electrical energy produced by the panel divided by the incident solar energy.
3394,What is the annual degradation of a panel?,"The annual degradation of a panel,  is between 0.5 % and 3%."
3395,What is the actual residential price for electricity in Rhode Island?,"The actual residential price for electricity in Rhode Island was 24.9 cents per kWh on February 2,021."
3396,How has the purchase price of PV panels changed over time?,"The purchase price of PV panels () has steadily decreased over the past decade, and projections suggest up to 60% reduction in PV energy costs are possible by 2,030 due to higher PV efficiency and broader aspects of cost and design changes."
3397,What factors can cause installation costs to vary significantly?,"Installation costs (F) can vary significantly based on factors such as installation in the residential or non-residential sector, the scale of the system, type of PV technology, utility with sunlight tracking or without sunlight tracking, and costs that are included in the price in $ per watt."
3400,What is the initial investment for the system?,"The initial investment for the system, $/m2 using panels of type I, II is 𝐼𝐼𝐼𝐼 = (𝐼𝐼𝑆𝑆𝑆𝑆η𝐼𝐼κ𝐼𝐼 + 𝐹𝐹1)."
3403,What is the revenue stream for the new panels over 30 years?,"The Lifetime Revenue Stream is {ri1 ri2… Riot, Riot+1 Riot+2, Riot+30}."
3405,What effect does government subsidies have on the payback period and the NPV?,Government subsidies reduce the payback periods and increase the NPV.
3406,How is the payback period and NPV affected if government subsidies are not given?,The payback period increases and the NPV drops.
3407,"What is the NPV for 2,010 PV installation?","The NPV for 2,010 PV installation was -$23/m2 over 30 years."
3408,"What is the NPV if the 2,010 panels were replaced in 2,018?","The NPV if the 2,010 panels were replaced in 2,018 would increase to -$$13/m2 measured in $2,010."
3409,"How can panel installed in 2,012 be profitably replaced?","Panels installed in 2,012 can be profitably replaced in 2,018 or later."
3410,What is the early loss scenario for PV panels?,"The early loss scenario for PV panels is 0.5% lost before installation, 0.5% lost in the first two years due to installation faults, 2% becoming waste in ten years and 4% becoming waste in 15 years due to technical failures."
3413,How do material recovery and landfills contribute to disposing PV panels?,Material recovery and landfills are the most common destinations for disposing PV panels because of their small degradation rates.
3414,What factors could potentially limit the volumes of materials that can be traded in the second-hand PV markets?,"High collection and transportation costs, local factors such as installation costs, prime space available for PV installations, and damage resulting from rough removals could potentially limit the volumes of materials that can be traded in the second-hand PV markets."
3416,What are some potential long-term effects of PV panels?,"Some potential long-term effects of PV panels could include environmental pollution from the materials used in production and disposal, increased energy consumption to produce these panels, and economic losses due to the need for end-of-life management solutions."
3417,What advantages are associated with the cheaper manufacture of PV panels?,"The cheaper manufacture of PV panels can lead to lower costs and more widespread use of solar energy, making it more economically accessible to more people. Additionally, it can reduce the environmental impact associated with production, since fewer materials are used in production."
3420,What are the main forces that cause solar panel degradation and failure?,"The main causes of solar panel degradation and failure are ultraviolet radiation, heat, mechanical stress, dust build-up, corrosion, and electrical breakdown."
3421,What processes are used to recycle solar panels in Europe?,"In Europe, solar panel recycling is achieved through a mechanical process which separates the different layers of the panels. After the layers have been separated, each component is then recycled through specialized processes."
3422,What errors were present in the template used for the original publication of the article?,The template used for the original publication of the article contained errors.
3424,What parameters affect the life cycle performance of PV technologies and systems?,"Parameters such as energy efficiency, total energy output, energy cost and environmental impact can all affect the life cycle performance of PV technologies and systems."
3425,Where can I find the most up-to-date data on energy profiles and electricity rates for a particular state?,"The Energy Information Administration website provides up-to-date data on energy profiles and electricity rates for all U.S. states. Additionally, Energy has a tool that provides historical electricity rates."
3427,What did the monitoring campaign reveal about the microbrewery located in southern Spain?,The monitoring campaign revealed a significant difference in specific energy consumption between micro- and large breweries.
3428,What kind of simulation tool was created to calculate energy consumption?,A simulation tool was created in TRUSTS to calculate energy consumption.
3429,What percentage of global end-use energy consumption corresponds to process heat for industries?,Approximately 25% of the global end-use energy consumption corresponds to process heat for industries.
3430,How is the food and beverage sector commonly employed in production processes?,"The food and beverage sector is commonly employed in production processes such as pasteurization, cleaning, fermentation, freezing, etc."
3431,What are the main features of small industries regarding energy consumption?,"Small industries cannot afford large, efficient centralized boilers and chillers that run continuously, it is difficult to apply heat recovery strategies in a batch process, and their energy contracts are often offered as regulated users, which increases the cost of energy."
3432,What is the main reason for the expansion of microbreweries?,"The main reason for the expansion of microbreweries is the demand for higher quality products from customers, who are willing to pay more for craft beers despite the lower energy efficiency."
3433,"How many microbreweries were there in the US in 2,009?","In 2,009 there were 1,596 microbreweries in the US."
3434,How is the energy efficiency of a brewery usually measured?,"The energy efficiency of a brewery is usually measured as the energy consumed to produce a unit of beer, commonly in megajoules per hectolitre of beer (MJ/HL)."
3435,What kind of strategies are employed to reduce energy demand of the brewing process?,Indirect heat recovery strategies are employed to reduce the energy demand of the brewing process.
3436,What does the literature suggest about the application of solar thermal energy in the brewing process?,"According to the literature, the application of solar thermal energy in the brewing process has potential for improvement."
3437,What is the focus of studies on thermal energy needs of breweries?,Studies on thermal energy needs of breweries are focused on medium-sized and large breweries.
3438,What causes the poor energy performance for small breweries?,"The poor energy performance for small breweries is caused by non-continuous production, utilization of old second-hand equipment, and lack of knowledge about energy efficiency strategies."
3439,What type of technology has been used to supply heat to breweries and cider makers?,About 15 plants of solar heat for industrial processes (SHIP) have been built to supply heat to breweries and cider makers.
3440,Where are solar thermal solutions mainly located?,"Solar thermal solutions are mainly located in Central Europe, such as Germany and Austria."
3441,What have caused a greater deployment of PV in breweries?,The lower investment and simpler maintenance requirements of photovoltaic (PV) systems have caused a greater deployment of PV in breweries.
3444,What does this study present?,This study presents the methodology developed to assess the energy consumption of a microbrewery employing simulations and to calculate the economic feasibility of integrating a renewable energy system in a microbrewery.
3445,What are the objectives of this study?,"The objectives of this study are to collect on-site measurements of the process operation, adjust the performance models of the small-scale heat and cold supply components, and develop a validated simulation tool to perform calculations of the energy demand of a microbrewery."
3450,What is the production level of Destraperlo brewery?,The microbrewery runs only on electricity and has a production between 200 and 300 HL/year.
3451,"What is the total production cost of the brewery in 2,019?","In 2,019 the total production cost was €4,570 (VAT not included), representing about 5.7% of total production costs."
3452,What procedure is implemented to ensure beer quality during the energy audit?,No procedures that would compromise beer quality are implemented during the energy audit.
3453,What type of control device is used in the brewery?,"The brewery does not have a centralized control device. Most of the components are manually controlled, while the cooling system has more automation. The electric heaters are controlled by independent timers and thermostats for the mash tun and the boiling kettle, while the fermenters are set to “operation mode” when they are filled with beer and a thermostat and pump control the temperature."
3456,"How is the cooling capacity correction factor FC, chiller estimated?","The cooling capacity correction factor FC, chiller is estimated by employing a second order polynomial regression (equation (2)) [36]."
3457,What is the equation describing the capacity correction factor?,"The equation describing the capacity correction factor is FC, chiller = −124.3,715−0.20,525×Two +0.6,501×Twi2 +1.41,228×Tci−0.15,771×Tci2 −0.46,456×Two ×TCI (equation (3))."
3458,What is EER?,"EER stands for energy efficiency ratio, and it is the ratio between the chiller capacity and its electricity consumption."
3459,How is the EER value estimated?,The EER value is estimated by a simplified regression model proposed by Gordon and Ng and the corresponding regression coefficients are calculated employing data from measurements.
3462,What is the Simulation tool used to represent the behaviour of the brewery?,The Simulation model to represent the behaviour of the brewery was developed in TRUSTS 18.
3463,What are the components of the brewery model?,"The components of the brewery model consist of the Main Building, Chiller, Heat in tanks/cold in fermenters."
3464,What does Room ACH represent?,Room ACH represents the thermal behaviour throughout the year of the conditioning room and the performance of the ACH.
3465,How is photovoltaic generation calculated?,Photovoltaic generation is calculated employing the component for PV modules included TRUSTS library (type94).
3466,"What type of data were used to measure temperatures in the summer of 2,020?",Temperatures measurements for the interior of the brewery and hourly meteorological data provided by the Spanish Meteorological Agency were employed.
3467,"What is the deviation between the actual and simulation energy consumption for the annual brewery total in 2,019?",The annual deviation is -3.6%. February is the month that shows the largest deviation (-17.3%) while July shows the lowest (-0.3%).
3468,What economic metrics are commonly used to assess the economic feasibility of the PV system?,The discounted payback period (DPP) and the Levelled Cost of Energy (COE) are commonly used to assess the economic feasibility of the PV system.
3469,What is the Levelled Cost of Heat and Cold (LCC) that is defined in equation (6) based on?,The Levelled Cost of Heat and Cold (LCC) is defined in equation (6) based on the LCH definition [41].
3470,What are the two factors that influence the most the viability of a renewable energy system?,"The two factors that influence the most the viability of a renewable energy system are the prices of conventional energy sources (fuel, electricity) and the initial investment (component prices)."
3472,What are the assumed costs for Scenario A and B?,The specific cost for the entire system installed in Europe for Scenario A is €1.5/WDC while for Scenario B it is €1.1/WDC.
3473,Why has electric storage not been considered in the study?,Electric storage has not been considered in the study because the brewery requires to be connected to main grid to ensure electricity supply to the process which compensates for the variability of the solar generation.
3474,What is the assumed lifespan of the PV system?,The assumed lifespan of the PV system is 25 years.
3475,How does the time-of-use tariff vary in different months?,"The time-of-use tariff varies every month and is defined on an hourly basis, with 6 bands (P1 to P6) depending on the market."
3476,What is the fixed term in the billing receipt for the brewery?,"The fixed term in the billing receipt for the brewery is given by the contracted power (in euros per contracted power, €/kW), which should comply with the restriction of P1 ≥ P2 ≥ P3 ≥ P4 ≥ P5 ≥ P6 ≥ 15 kW."
3479,What is the ratio between injected and purchased electricity in Spain?,The price ratio between injected and purchased electricity in Spain is set at 25%.
3481,What is the maximum electricity consumption found in the simulations?,"The maximum electricity consumption found in the simulations was 54,566 kWh for Ávila."
3482,What was the reference value of LCC found in the simulations?,The reference value of LCC found in the simulations was below €2/kWh.
3483,What is the reference LCC value for Scenario A?,"The reference LCC value for Scenario A range from €0.22/kWh in Ávila, Burgos, Segovia, and Syria, up to €0.25/kWh in Las Palmas de Gran Canaria."
3484,What is the resulting LCC for Scenario A of the brewery with a PV system?,The resulting LCC for Scenario A of the brewery with a PV system is calculated for all the provinces and for different system sizes and ranges from 0.2 to €0.222/kWh.
3485,What conditions vary widely for different locations?,"Climate, solar resource, hour, season of consumption and the corresponding electricity prices vary widely for the different locations."
3486,What does Fig. 5 indicate?,"Fig. 5 presents the DPP values for the PV system size selected as the optimum, which indicates the years that takes to recover the cost of the investment of the PV system."
3487,What is the range of DPP values observed?,The DPP values range from 14 to 24.9 years.
3488,What is the range of LCC values in Scenario B?,The LCC values in Scenario B range from 0.399 to €0.444/kWh.
3489,"What is the average CO2 emission intensity for the Peninsula in 2,021?","The average CO2 emission intensity for the Peninsula in 2,021 is 0.12 tCO2-eq/MWh."
3490,What is the maximum and minimum beer carbon footprint value for different locations?,The maximum beer carbon footprint value is 39.64 kgCO2-eq/HL and the minimum beer carbon footprint value is 6.9 kgCO2-eq/HL for different locations.
3491,What are the two optimization criteria in Table 2?,The two optimization criteria in Table 2 are the reduction of the Levelled Cost of Hot Water Consumption (LCC) and the minimization of the Domestic Power Production (DPP).
3492,What are the main challenges that limit the widespread adoption of PV technology?,The main challenges that limit the widespread adoption of PV technology are power fluctuation due to solar radiation intermittency and the need for energy storage systems and flexible grid infrastructure to ensure a reliable and stable supply of electricity.
3493,Why is distributed generation in Spain not extensive currently?,"Currently, distributed generation in Spain is not extensive due to a lack of incentives and economic support for renewable energy sources."
3494,What is the impact of limited availability of critical materials on the cost of PV modules?,"Limited availability of critical materials used in PV modules, such as silver and indium, can lead to supply chain constraints and increase the cost of PV modules."
3499,What financial interests does Alan Piano report?,Alan Piano reports financial support was provided by National Agency for Research and Development.
3500,What type of support did Alan Piano acknowledge?,"Alan Piano acknowledges the financial support from AND PACHA/DOCTORAL BETAS CHILE/2,017."
3505,"Who published the 2,019 study about the contribution of the beer industry in Chile's economy?","The 2,019 study about the contribution of the beer industry in Chile's economy was published by ACE CHI."
3510,"What are the key findings of the Solar plaza International BV's 2,019 report on the “Top 100 Solar-Powered Beer Breweries”?","The report finds that solar energy has become an efficient and cost-effective energy source for beer breweries around the world, with solar power being used for cooling, refrigeration, and other areas of production."
3512,What type of device was used for waste-heat recovery and reintegration in Carvajal-Mariscal I et al.'s case study?,Carvajal-Mariscal I et al. used a thermosyphon-based device for waste-heat recovery and reintegration in their case study.
3513,What is the focus of Katakana K.'s study?,Katakana K. study focuses on optimizing energy management of a grid-connected dual-tracking photovoltaic system with battery storage for a microbrewery under demand response.
3515,What is the purpose of the Economic Analysis for Solar Energy Integration in a Microbrewery study?,The purpose of the Economic Analysis for Solar Energy Integration in a Microbrewery study was to analyse potential cost savings and economic benefits associated with the integration of solar energy into a microbrewery.
3516,What methods were used to evaluate the suitability of empirically-based models to predict energy performance of centrifugal water chillers with variable chilled water flow?,"The methods used to evaluate the suitability of empirically-based models to predict energy performance of centrifugal water chillers with variable chilled water flow included testing, simulations, and analysis."
3520,What is the core of the research in this paper?,"The core of the research in this paper is access to solar energy, encapsulating factors that influence the ability of a household to adopt solar energy."
3521,What are the four distinct groups identified in this paper?,"Through a socio-spatial analysis at the postcode level, four distinct groups with varying levels of access to solar energy were identified in this paper."
3522,What reports estimate the cities responsible for the majority of global carbon emissions?,Reports by the International Energy Agency (IEA) and the Intergovernmental Panel on Climate Change (IPCC) estimate that cities are responsible for around two-thirds of the total primary energy use and more than 70% of global carbon emissions.
3523,What technology is expected to play an essential role in the energy transition in urban areas?,Solar photovoltaics (PV) is expected to play an essential role in the energy transition in urban areas.
3524,What has the focus of current energy policies been on?,"Current energy policies have focused on increasing the overall solar PV capacity from a technical feasibility and utility perspective, overseeing issues of equitable transition."
3525,What is the Repowered initiative?,"The Repowered initiative is a plan by the European Commission dedicated at rapidly increasing the EU solar capacity through a ‘‘massive, rapid deployment of renewable energy’’."
3526,What common instruments have been used to stimulate the adoption of solar PV technologies?,"Common instruments to stimulate the adoption of solar PV technologies include solar subsidies, feed-in tariffs (Fit), and tax breaks."
3527,"How are the costs of solar subsidies, Fit's, and tax breaks distributed across all society?",The costs of these schemes are often distributed across all society through fixed charges in energy taxes.
3528,What is the concept of energy justice?,Energy justice is a rapidly emerging research field that examines the distribution of benefits and burdens of energy systems beyond a technical or economic perspective.
3529,What is the importance of equity and fairness in attaining the societal support for the renewable energy transition?,Equity and fairness are of crucial importance to attain the societal support for the renewable energy transition to move forward and succeed.
3532,How does the Theory of Planned Behaviour (TPB) bridge the gap between energy justice and technical literature on solar energy?,"The Theory of Planned Behaviour (TPB) helps to understand how policies can influence access to solar energy and how this access, in turn, affects the eventual household-level adoption of new energy technologies."
3534,What is the relation between solar energy and access?,"In literature, the relation between the terms solar energy and access (or accessibility) is often understood as how suitable is the built environment for exploiting solar energy."
3535,How is the suitability of the built environment evaluated?,"The suitability is evaluated based on geometrical and morphological characteristics such as building orientation, roof area and inclination, as well as the presence of surrounding elements and other elements that cast shade on the building."
3536,What is the definition of access proposed by Burns?,The definition of access proposed by Burns is the freedom of individuals to decide whether to participate in different activities.
3537,What are the three main theories applied to the social process of adopting solar energy technologies?,"The three main theories applied to the social process of adopting solar energy technologies are the Diffusion of Innovation Theory (DOI), the Value-Belief-Norm Theory (VBN), and the Theory of Planned Behaviour (TPB)."
3540,What is the difference between perceived ability and actual ability?,"The difference between perceived ability and actual ability is dependent on how well people are capable of judging their ability to perform a behaviour. If perceived ability to perform the behaviour is lower than the actual ability to perform, the intention to perform the behaviour will be limited."
3542,What are the implications of the decision to view control as equivalent to access to solar energy?,"The decision to view control as equivalent to access to solar energy helps to distinguish access to solar energy, which can be influenced in a targeted way by policy mechanisms, from the adoption of solar energy, which happens as a result of a complex process of technology adoption."
3544,What has prevented a comprehensive set of factors from emerging in the field of solar energy?,"The lack of consistent operationalization and the varying contexts has made it difficult to compare different results systematically, which has prevented a comprehensive set of factors from emerging in the field of solar energy."
3545,What are the four key factors that have the strongest influence on the adoption of solar PV systems?,"The four key factors that have the strongest influence on the adoption of solar PV systems are affordability, homeownership, housing type, and availability of suitable information."
3546,What are the two main reasons for homeownership being mentioned as an important factor influencing solar PV adoption?,The two main reasons are legal inhibition to install solar PV systems on a property that people do not own and difficulties aligning the interests of both the renters and the homeowners to enable both to benefit from the installation of solar PV systems.
3547,What is one of the main barriers to solar PV adoption?,High investment cost is one of the main barriers to solar PV adoption.
3548,Is housing type an important factor in the solar PV adoption?,"Yes, housing type has a significant impact on the feasibility and accessibility of solar PV systems, as not all types of housing have directly sun-exposed roofs or have suitably designed rooftops for solar PV systems."
3549,What makes it difficult for renters to install solar PV systems?,"Renter households have little financial incentive to reduce the cost of utilities, making the initial investment in solar PV less attractive. Additionally, solar PV adoption for renters in larger building can be more complex due to shared ownership of the roof."
3550,What is considered a significant barrier to the solar PV adoption process?,Coordinating the solar PV adoption process with other unit parties within the flat building is often considered a significant barrier.
3551,What information is key when it comes to the process of installing solar PV systems?,"Transparent, credible and suitable information is key when it comes to the process of installing solar PV systems."
3552,What four factors are used to influence behavioural control?,"The four factors used to influence behavioural control are homeownership, housing type, affordability, and suitable information."
3553,What is the flow diagram in Fig. 3 used to evaluate?,The flow diagram in Fig. 3 is used to evaluate equity in the adoption of residential solar energy.
